id,condition,seed,prompt_hash,steps,completion_tokens,e2e_seconds,decoder_seconds,prefix_encoding_seconds,sensitivity_update_seconds,repeat,mode
ruler4k/ruler_4096_niah_multivalue_p0329,unweighted_s70,42,9ea03ab697be6f960e62e3e35e2cfb311adf0b86781e4a24646b27e846be74c0,30,"[100, 45518, 107, 101, 818, 2803, 15236, 4945, 573, 25465, 236772, 236751, 16711, 6950, 528, 506, 1816, 659, 236787, 108, 236829, 139, 1018, 236770, 236832, 236819, 236778, 236819, 236828, 236828, 1018, 107, 236829, 139, 1018, 236828, 236771, 236810, 236819, 236812, 236812, 236812, 1018, 107, 236829, 139, 1018, 236810, 236771, 236810, 236770, 236832, 236778, 236810, 1018, 107, 236829, 139, 1018, 236819, 236819, 236819, 236819, 236778, 236770, 236771, 1018, 106]",2.550871575018391,,,,0,e2e
ruler4k/ruler_4096_niah_multivalue_p0336,unweighted_s70,42,67218f00ea86276217c8f8e5a4fa2739ad7a72e31068c476b6b809646343437c,14,"[100, 45518, 107, 101, 818, 2803, 15236, 4945, 573, 13674, 236772, 195365, 6950, 528, 506, 1816, 659, 236787, 108, 236829, 139, 1018, 236832, 236770, 236825, 236819, 236810, 236828, 236825, 1018, 107, 236829, 139, 1018, 236778, 236778, 236819, 236770, 236819, 236812, 236810, 1018, 107, 236829, 139, 1018, 236770, 236828, 236819, 236828, 236832, 236828, 236828, 1018, 107, 236829, 139, 1018, 236812, 236770, 236825, 236771, 236770, 236810, 236778, 1018, 106]",1.3102134780492634,,,,0,e2e
ruler4k/ruler_4096_niah_multivalue_p0305,unweighted_s70,42,0f59017fbd483ac5be5cd70d397811e097d529c2776fc6a0fdce9bbcde2dc055,33,"[100, 45518, 107, 101, 818, 2803, 15236, 4945, 573, 4532, 236772, 106025, 6950, 528, 506, 1816, 659, 236787, 108, 236829, 139, 1018, 236828, 236819, 236770, 236770, 236810, 236800, 236810, 1018, 107, 236829, 139, 1018, 236832, 236810, 236770, 236828, 236778, 236832, 236770, 1018, 107, 236829, 139, 1018, 236778, 236832, 236832, 236778, 236819, 236832, 236812, 1018, 107, 236829, 139, 1018, 236778, 236819, 236778, 236812, 236832, 236810, 236812, 1018, 106]",2.8423337480053306,,,,0,e2e
ruler4k/ruler_4096_niah_multivalue_p0334,unweighted_s70,42,8408b2cc181539d721124293f71f4afe4e80fecf3be6b08f136589ab1aedbfb1,28,"[100, 45518, 107, 101, 818, 2803, 15236, 4945, 573, 92112, 236772, 98973, 6950, 528, 506, 1816, 659, 236787, 108, 236829, 139, 1018, 236800, 236810, 236771, 236825, 236825, 236832, 236800, 1018, 107, 236829, 139, 1018, 236812, 236771, 236778, 236800, 236819, 236800, 236832, 1018, 107, 236829, 139, 1018, 236812, 236825, 236770, 236810, 236832, 236810, 236812, 1018, 107, 236829, 139, 1018, 236832, 236771, 236819, 236770, 236810, 236819, 236770, 1018, 106]",2.3705104989930987,,,,0,e2e
ruler4k/ruler_4096_niah_multiquery_p0250,unweighted_s70,42,d7ebeb31c67ef3aaff04b0a01f7a281e4a285a887e4088bdf1590297df0c5496,23,"[100, 45518, 107, 101, 22515, 580, 506, 1816, 3847, 236764, 506, 2803, 15236, 4945, 659, 236787, 108, 236829, 139, 1018, 96326, 236772, 3001, 46032, 53121, 236743, 236828, 236771, 236800, 236825, 236778, 236825, 236810, 107, 236829, 139, 1018, 1745, 535, 61540, 236772, 123857, 53121, 236743, 236832, 236800, 236771, 236828, 236778, 236771, 236828, 107, 236829, 139, 1018, 56986, 236772, 110691, 53121, 236743, 236812, 236832, 236810, 236812, 236770, 236819, 236810, 107, 236829, 139, 1018, 1193, 2138, 236772, 6325, 53121, 236743, 236778, 236810, 236778, 236828, 236810, 236819, 236771, 106]",2.0191204990260303,,,,0,e2e
ruler4k/ruler_4096_niah_multiquery_p0250,unweighted_s70,42,d7ebeb31c67ef3aaff04b0a01f7a281e4a285a887e4088bdf1590297df0c5496,23,"[100, 45518, 107, 101, 22515, 580, 506, 1816, 3847, 236764, 506, 2803, 15236, 4945, 659, 236787, 108, 236829, 139, 1018, 96326, 236772, 3001, 46032, 53121, 236743, 236828, 236771, 236800, 236825, 236778, 236825, 236810, 107, 236829, 139, 1018, 1745, 535, 61540, 236772, 123857, 53121, 236743, 236832, 236800, 236771, 236828, 236778, 236771, 236828, 107, 236829, 139, 1018, 56986, 236772, 110691, 53121, 236743, 236812, 236832, 236810, 236812, 236770, 236819, 236810, 107, 236829, 139, 1018, 1193, 2138, 236772, 6325, 53121, 236743, 236778, 236810, 236778, 236828, 236810, 236819, 236771, 106]",2.014925321796909,1.6362589492797852,0.2093888702392578,0.0003960639964789152,0,profile
ruler4k/ruler_4096_niah_multiquery_p0281,unweighted_s70,42,25f97397c1f56fcb22753a040a6b77236c8ffabd415fc7dc413de0043d0ad5b0,28,"[100, 45518, 107, 101, 22515, 580, 506, 1816, 3847, 236764, 1590, 659, 506, 2803, 15236, 4945, 236787, 108, 236829, 139, 1018, 113596, 755, 236772, 236802, 2193, 236772, 21364, 53121, 236743, 236828, 236825, 236812, 236812, 236800, 236810, 236832, 107, 236829, 139, 1018, 31895, 4130, 236772, 13321, 53121, 236743, 236832, 236778, 236828, 236828, 236819, 236771, 236832, 107, 236829, 139, 1018, 236796, 1068, 236772, 228652, 53121, 236743, 236778, 236812, 236810, 236778, 236810, 236778, 236778, 107, 236829, 139, 1018, 33120, 953, 236772, 4711, 712, 53121, 236743, 236770, 236770, 236825, 236770, 236800, 236825, 236810, 106]",2.403943754034117,,,,0,e2e
ruler4k/ruler_4096_niah_multiquery_p0293,unweighted_s70,42,42cee0d9bcf07b284dea36a84610ce8eacd037e5da27b880199575aa15909544,48,"[100, 45518, 107, 101, 22515, 580, 506, 1816, 3847, 236764, 506, 2803, 15236, 4945, 659, 236787, 108, 236829, 139, 1018, 68066, 236772, 11341, 17487, 1433, 53121, 236743, 236832, 236810, 236771, 236812, 236812, 236812, 236800, 107, 236829, 139, 1018, 236753, 685, 2946, 236772, 162311, 53121, 236743, 236832, 236819, 236828, 236778, 236825, 236819, 236800, 107, 236829, 139, 1018, 11370, 5935, 236772, 179044, 53121, 236743, 236778, 236770, 236770, 236819, 236825, 236825, 236800, 107, 236829, 139, 1018, 236748, 2448, 1044, 236772, 5355, 504, 53121, 236743, 236825, 236778, 236778, 236819, 236812, 236828, 236770, 1]",3.9218263528309762,,,,0,e2e
ruler4k/ruler_4096_niah_multiquery_p0268,unweighted_s70,42,12e8eabb09dfb861ca9ef3383dc04a81adaf4050c502abdebbfb61c58afacc90,41,"[100, 45518, 107, 101, 22515, 580, 506, 1816, 3847, 236764, 1590, 659, 506, 2803, 15236, 4945, 236787, 108, 236829, 139, 1018, 80706, 236772, 3352, 19853, 53121, 236743, 236825, 236771, 236800, 236770, 236832, 236819, 236825, 107, 236829, 139, 1018, 89862, 742, 236772, 57969, 19286, 53121, 236743, 236810, 236825, 236825, 236810, 236825, 236828, 236770, 107, 236829, 139, 1018, 7661, 8356, 236772, 200729, 53121, 236743, 236810, 236828, 236819, 236778, 236778, 236832, 236825, 107, 236829, 139, 1018, 495, 746, 8302, 236772, 96042, 53121, 236743, 236819, 236771, 236832, 236770, 236819, 236825, 236812, 106]",3.453513789921999,,,,0,e2e
ruler4k/ruler_4096_niah_multiquery_p0273,unweighted_s70,42,561df18acab190c49616d28217638902060fe1a4b0f3aba3eaa0a587cf015a0a,28,"[100, 45518, 107, 101, 22515, 580, 506, 1816, 3847, 236764, 1590, 659, 506, 2803, 15236, 4945, 236787, 108, 236829, 139, 1018, 22707, 793, 236772, 45848, 53121, 236743, 236778, 236832, 236778, 236770, 236825, 236810, 236828, 107, 236829, 139, 1018, 25984, 12604, 236772, 59723, 53121, 236743, 236828, 236819, 236810, 236812, 236778, 236832, 236771, 107, 236829, 139, 1018, 236753, 17512, 236772, 133108, 53121, 236743, 236778, 236778, 236812, 236800, 236771, 236800, 236812, 107, 236829, 139, 1018, 19836, 236772, 39699, 53121, 236743, 236810, 236819, 236828, 236771, 236819, 236832, 236828, 106]",2.453437112038955,,,,0,e2e
ruler4k/ruler_4096_niah_multiquery_p0252,unweighted_s70,42,e9e6216e984840a8ae40adb72219eac5190bfbbe72b8156a8933b52e10836e9b,31,"[100, 45518, 107, 101, 22515, 580, 506, 1816, 3847, 236764, 506, 2803, 15236, 4945, 659, 236787, 108, 236829, 139, 1018, 1193, 2138, 236772, 76050, 53121, 236743, 236778, 236810, 236800, 236819, 236825, 236800, 236832, 107, 236829, 139, 1018, 574, 14398, 236772, 236766, 3035, 1084, 7393, 53121, 236743, 236812, 236800, 236812, 236828, 236828, 236832, 236800, 107, 236829, 139, 1018, 28975, 236772, 111329, 53121, 236743, 236819, 236771, 236819, 236778, 236819, 236828, 236832, 107, 236829, 139, 1018, 15235, 1933, 236772, 7382, 5305, 53121, 236743, 236800, 236832, 236832, 236812, 236828, 236770, 236778, 106]",2.6205522620584816,,,,0,e2e
ruler4k/ruler_4096_niah_multiquery_p0266,unweighted_s70,42,74cbb1f7d07b7a148b8d78375d5d0cf013f8eb9e8b005f5af635cac28eb9b6b2,27,"[100, 45518, 107, 101, 22515, 580, 506, 1816, 3847, 236764, 1590, 659, 506, 2803, 15236, 4945, 236787, 108, 236829, 139, 1018, 51686, 236772, 9467, 53121, 236743, 236832, 236819, 236832, 236810, 236770, 236819, 236819, 107, 236829, 139, 1018, 47425, 32493, 236772, 6204, 755, 53121, 236743, 236810, 236770, 236819, 236828, 236819, 236778, 236778, 107, 236829, 139, 1018, 18865, 236772, 157904, 53121, 236743, 236828, 236770, 236819, 236825, 236810, 236832, 236810, 107, 236829, 139, 1018, 79008, 236772, 90284, 53121, 236743, 236832, 236819, 236800, 236825, 236778, 236825, 236828, 106]",2.379070529015735,,,,0,e2e
ruler4k/ruler_4096_niah_multiquery_p0298,unweighted_s70,42,73b299958b02347e43ae5a010343d9f79a81286767fa4328bd5248826e121beb,18,"[100, 45518, 107, 101, 22515, 580, 506, 1816, 3847, 236764, 506, 2803, 15236, 4945, 659, 236787, 108, 236829, 139, 1018, 18700, 236772, 67671, 53121, 236743, 236819, 236828, 236828, 236825, 236819, 236832, 236770, 107, 236829, 139, 1018, 45493, 236772, 236751, 11148, 53121, 236743, 236825, 236800, 236800, 236832, 236819, 236778, 236825, 107, 236829, 139, 1018, 33817, 638, 236772, 105227, 53121, 236743, 236825, 236812, 236828, 236825, 236819, 236832, 236778, 107, 236829, 139, 1018, 78206, 6622, 236772, 57299, 53121, 236743, 236778, 236770, 236771, 236819, 236832, 236828, 236812, 106]",1.6589912578929216,,,,0,e2e
ruler4k/ruler_4096_niah_multiquery_p0264,unweighted_s70,42,d7c9f1221cd0d46c9c81dd74ef9bacbcb746734aa4e5e4e50c9ba36e70147889,42,"[100, 45518, 107, 101, 818, 2803, 15236, 4945, 6950, 528, 506, 1816, 659, 236787, 108, 236829, 139, 1018, 143355, 1933, 236772, 51647, 53121, 236743, 236800, 236810, 236771, 236810, 236832, 236771, 236812, 107, 236829, 139, 1018, 2025, 742, 236772, 6328, 978, 53121, 236743, 236810, 236771, 236825, 236771, 236810, 236810, 236778, 107, 236829, 139, 1018, 236802, 1309, 236772, 234781, 53121, 236743, 236819, 236800, 236812, 236770, 236770, 236819, 236828, 107, 236829, 139, 1018, 101795, 8971, 236772, 14182, 53121, 236743, 236825, 236800, 236810, 236800, 236778, 236825, 236770, 106]",3.474725113948807,,,,0,e2e
ruler4k/ruler_4096_niah_multiquery_p0285,unweighted_s70,42,128d8f2fd3612e9f5ad3ff88451b44c429d77965a5c067f7608185298be544f7,44,"[100, 45518, 107, 101, 22515, 580, 506, 1816, 3847, 236764, 506, 2803, 15236, 4945, 659, 236787, 108, 236829, 139, 1018, 10501, 8970, 236772, 48828, 53121, 236743, 236819, 236800, 236832, 236812, 236778, 236778, 236778, 107, 236829, 139, 1018, 30477, 16764, 236772, 2690, 53121, 236743, 236800, 236800, 236832, 236819, 236810, 236832, 236828, 107, 236829, 139, 1018, 11303, 536, 236772, 56057, 53121, 236743, 236800, 236819, 236810, 236800, 236825, 236819, 236832, 107, 236829, 139, 1018, 46955, 4221, 236772, 34697, 522, 53121, 236743, 236832, 236800, 236770, 236832, 236819, 236800, 236825, 106]",3.6167213399894536,,,,0,e2e
ruler4k/ruler_4096_vt_p0601,unweighted_s70,42,1ede7e3b3443c1da90f87dcbae808b715151e2640fae7040cd470a50adff47bf,7,"[100, 45518, 107, 101, 10450, 531, 506, 7797, 236769, 236751, 236768, 529, 6471, 18327, 528, 506, 1816, 2787, 236764, 236743, 236810, 7016, 659, 13720, 506, 1550, 236743, 236800, 236771, 236825]",0.8396646019537002,,,,0,e2e
ruler4k/ruler_4096_vt_p0601,unweighted_s70,42,1ede7e3b3443c1da90f87dcbae808b715151e2640fae7040cd470a50adff47bf,7,"[100, 45518, 107, 101, 10450, 531, 506, 7797, 236769, 236751, 236768, 529, 6471, 18327, 528, 506, 1816, 2787, 236764, 236743, 236810, 7016, 659, 13720, 506, 1550, 236743, 236800, 236771, 236825]",0.8407988268882036,0.4989883804321289,0.26349386596679686,0.00014732799865305423,0,profile
ruler4k/ruler_4096_vt_p0617,unweighted_s70,42,87aea4b59ba3a6ec618d590d946c59a031df61f8d44e5f0be8e9525a6eccd336,13,"[100, 45518, 107, 101, 10450, 531, 506, 7797, 236769, 236751, 236768, 529, 6471, 18327, 528, 506, 1816, 2787, 236764, 236743, 236810, 7016, 659, 13720, 506, 1550, 236743, 236778, 236770, 236832]",1.282558070961386,,,,0,e2e
ruler4k/ruler_4096_vt_p0632,unweighted_s70,42,5cb68cb1202f34f42296c6881510b2aca700e68c15043de09495cce28cac949c,6,"[100, 45518, 107, 101, 7925, 236787, 8945, 531, 506, 7797, 236769, 236751, 236768, 529, 6471, 18327, 528, 506, 1816, 2787, 236764, 236743, 236810, 7016, 659, 13720, 506, 1550, 236743, 236778]",0.7465404889080673,,,,0,e2e
ruler4k/ruler_4096_vt_p0618,unweighted_s70,42,6c29d37fdba15c5fd2ad421103ecb98036162ec4b7435c06f3d3027f320c762d,11,"[100, 45518, 107, 101, 10450, 531, 506, 7797, 236769, 236751, 236768, 529, 6471, 18327, 528, 506, 1816, 2787, 236764, 236743, 236810, 7016, 659, 13720, 506, 1550, 236743, 236800, 236812, 236800]",1.131021031877026,,,,0,e2e
ruler4k/ruler_4096_vt_p0603,unweighted_s70,42,fe93b7aa159b81138de74e2be58b545f9b3f38aaf1119b6574944b4bb23c5fb1,8,"[100, 45518, 107, 101, 10450, 531, 506, 7797, 236769, 236751, 236768, 529, 6471, 18327, 528, 506, 1816, 2787, 236764, 236743, 236810, 7016, 659, 13720, 506, 1550, 236743, 236812, 236770, 236771]",2.1769949509762228,,,,0,e2e
ruler4k/ruler_4096_vt_p0624,unweighted_s70,42,1e3f850af723b632f4d1eaab713c671a0ecfbc55d1284baae00b92865c0165da,11,"[100, 45518, 107, 101, 10450, 531, 506, 7797, 236769, 236751, 236768, 529, 6471, 18327, 528, 506, 1816, 2787, 236764, 236743, 236810, 7016, 659, 13720, 506, 1550, 236743, 236825, 236778, 236778]",1.1787610789760947,,,,0,e2e
ruler4k/ruler_4096_vt_p0607,unweighted_s70,42,56b8fcd4e95162f8bcd8d7d3c9673315733632a084c7f0ff65cfe0a306019fb6,11,"[100, 45518, 107, 101, 10450, 531, 506, 7797, 236769, 236751, 236768, 529, 6471, 18327, 528, 506, 1816, 2787, 236764, 236743, 236810, 7016, 659, 13720, 506, 1550, 236743, 236828, 236819, 236825]",1.1196098299697042,,,,0,e2e
ruler4k/ruler_4096_vt_p0611,unweighted_s70,42,6c6d7581df6c35f0e144bdbd5a81728a2a46452052bff2c0aa1414823c79ba21,8,"[100, 45518, 107, 101, 7925, 236787, 8945, 531, 506, 7797, 236769, 236751, 236768, 529, 6471, 18327, 528, 506, 1816, 2787, 236764, 236743, 236810, 7016, 659, 13720, 506, 1550, 236743, 236828]",0.8910487769171596,,,,0,e2e
ruler4k/ruler_4096_vt_p0623,unweighted_s70,42,de3faf03d119ec292d87b818ebc27c76702806d4eacb19670dccc814d97242e6,27,"[100, 45518, 107, 101, 7925, 236787, 8945, 531, 506, 7797, 236769, 236751, 236768, 529, 6471, 18327, 528, 506, 1816, 2787, 236764, 236743, 236810, 7016, 659, 13720, 506, 1550, 236743, 236770]",2.350305631989613,,,,0,e2e
ruler4k/ruler_4096_vt_p0620,unweighted_s70,42,63626bade152cd74b6120a42fcc713e53c86518e77cf94b8bb05c941bd6eee4a,6,"[100, 45518, 107, 101, 10450, 531, 506, 7797, 236769, 236751, 236768, 529, 6471, 18327, 528, 506, 1816, 2787, 236764, 236743, 236810, 7016, 659, 13720, 506, 1550, 236743, 236819, 236819, 236770]",0.7466188638936728,,,,0,e2e
ruler4k/ruler_4096_cwe_p0045,unweighted_s70,42,bfcf4b52a0dd6646e7f1977825aed749da0db1624455550c7e4b0005d36bf4f6,42,"[100, 45518, 107, 101, 818, 1903, 236743, 236770, 236771, 4171, 600, 3196, 1346, 3187, 528, 506, 1694, 659, 236787, 236743, 236770, 236761, 2913, 236743, 236778, 236761, 14071, 236743, 236800, 236761, 6739, 236743, 236812, 236761, 165560, 236743, 236810, 236761, 193738, 236743, 236825, 236761, 37812, 236743, 236832, 236761, 1376, 514, 236743, 236828, 236761, 110954, 236743, 236819, 236761, 156477, 236743, 236770, 236771, 236761, 7858, 638, 1]",3.465999636100605,,,,0,e2e
ruler4k/ruler_4096_cwe_p0045,unweighted_s70,42,bfcf4b52a0dd6646e7f1977825aed749da0db1624455550c7e4b0005d36bf4f6,42,"[100, 45518, 107, 101, 818, 1903, 236743, 236770, 236771, 4171, 600, 3196, 1346, 3187, 528, 506, 1694, 659, 236787, 236743, 236770, 236761, 2913, 236743, 236778, 236761, 14071, 236743, 236800, 236761, 6739, 236743, 236812, 236761, 165560, 236743, 236810, 236761, 193738, 236743, 236825, 236761, 37812, 236743, 236832, 236761, 1376, 514, 236743, 236828, 236761, 110954, 236743, 236819, 236761, 156477, 236743, 236770, 236771, 236761, 7858, 638, 1]",3.466159547213465,2.950762359619141,0.23442694091796876,0.0006891839979216456,0,profile
ruler4k/ruler_4096_cwe_p0014,unweighted_s70,42,6358699f441f11c7ee51c51d58e4013c22272ccbcc9d74cf9c224792227c9218,43,"[100, 45518, 107, 101, 818, 1903, 236743, 236770, 236771, 4171, 600, 3196, 1346, 3187, 528, 506, 1694, 659, 236787, 236743, 236770, 236761, 65417, 236743, 236778, 236761, 5013, 236743, 236800, 236761, 58137, 236743, 236812, 236761, 12229, 236743, 236810, 236761, 232321, 236743, 236825, 236761, 143079, 236743, 236832, 236761, 2258, 46032, 236743, 236828, 236761, 2490, 760, 236743, 236819, 236761, 14806, 236743, 236770, 236771, 236761, 6835, 44497, 1]",3.5298767550848424,,,,0,e2e
ruler4k/ruler_4096_cwe_p0044,unweighted_s70,42,40da7d9a8dabc14ede9b3edd40572017ad91c060752fefb22d098b9e46a70569,48,"[100, 45518, 107, 101, 818, 1903, 236743, 236770, 236771, 4171, 600, 3196, 1346, 3187, 528, 506, 1694, 659, 236787, 236743, 236770, 236761, 72269, 236743, 236778, 236761, 211457, 236743, 236800, 236761, 12198, 236772, 495, 236772, 13458, 236743, 236812, 236761, 13859, 236743, 236810, 236761, 23453, 236743, 236825, 236761, 3730, 236743, 236832, 236761, 236761, 236743, 236743, 236761, 236761, 236761, 236761, 236761, 236761, 236761, 236761, 236743, 236743, 236743, 236770, 236771, 236761, 1]",4.43670107703656,,,,0,e2e
ruler4k/ruler_4096_cwe_p0005,unweighted_s70,42,a1ac0ee9b8d3d6fbfea8164480699498158e4f732b8f73fefd51e45c2af7798a,20,"[100, 45518, 107, 101, 818, 1903, 236743, 236770, 236771, 4171, 600, 3196, 1346, 3187, 528, 506, 1694, 659, 236787, 236743, 236770, 236761, 42426, 236743, 236778, 236761, 3446, 3223, 236743, 236800, 236761, 12290, 236743, 236812, 236761, 2225, 24745, 236743, 236810, 236761, 3927, 236743, 236825, 236761, 8088, 236743, 236832, 236761, 74109, 236743, 236828, 236761, 3124, 236743, 236819, 236761, 51705, 236743, 236770, 236771, 236761, 36896, 106]",1.7882372548338026,,,,0,e2e
ruler4k/ruler_4096_cwe_p0046,unweighted_s70,42,327255761be34b73002c16b49d33666ee697c40b80eb823e1ec9ee8d9d688038,36,"[100, 45518, 107, 101, 818, 1903, 236743, 236770, 236771, 4171, 600, 3196, 1346, 3187, 528, 506, 1694, 659, 236787, 236743, 236770, 236761, 13181, 236743, 236778, 236761, 179741, 236743, 236800, 236761, 16985, 236743, 236812, 236761, 12454, 236743, 236810, 236761, 18658, 236743, 236825, 236761, 102848, 236743, 236832, 236761, 21199, 236743, 236828, 236761, 52216, 236743, 236819, 236761, 44266, 236772, 145861, 236743, 236770, 236771, 236761, 41519, 1]",3.0113072809763253,,,,0,e2e
ruler4k/ruler_4096_cwe_p0036,unweighted_s70,42,a37348e65d33b1a14bb87bbd15896f1be9a2d8a20397882f28e64026f4767bb2,43,"[100, 45518, 107, 101, 818, 1903, 236743, 236770, 236771, 4171, 600, 3196, 1346, 3187, 528, 506, 1694, 659, 236787, 236743, 236770, 236761, 53625, 236743, 236778, 236761, 66453, 236743, 236800, 236761, 176472, 2546, 236743, 236812, 236761, 143937, 236743, 236810, 236761, 44770, 236743, 236825, 236761, 4914, 236743, 236832, 236761, 62991, 236743, 236828, 236761, 66607, 236743, 236819, 236761, 55225, 236743, 236770, 236771, 236761, 93588, 1]",3.5317634739913046,,,,0,e2e
ruler4k/ruler_4096_cwe_p0038,unweighted_s70,42,3d23bf868a9c20165654f8a7cc1d021bec3d59e4480962a475a1787eeeef120f,48,"[100, 45518, 107, 101, 818, 1903, 236743, 236770, 236771, 4171, 600, 3196, 1346, 3187, 528, 506, 1694, 659, 236787, 236743, 236770, 236761, 88555, 236743, 236778, 236761, 4512, 236743, 236800, 236761, 82865, 236743, 236812, 236761, 38649, 236743, 236810, 236761, 35857, 236743, 236825, 236761, 2480, 236743, 236832, 236761, 33931, 236743, 236828, 236761, 31100, 236743, 236819, 236761, 11879, 236743, 236770, 236771, 236761, 54961, 106]",3.914883195888251,,,,0,e2e
ruler4k/ruler_4096_cwe_p0034,unweighted_s70,42,a2b5f9d437342694356a5bed5caa56516720c3c24209f10861dc66889f2cc4e5,48,"[100, 45518, 107, 101, 818, 1903, 236743, 236770, 236771, 4171, 600, 3196, 1346, 3187, 528, 506, 1694, 659, 236787, 236743, 236770, 236761, 25746, 236743, 236778, 236761, 23067, 236743, 236800, 236761, 15414, 236743, 236812, 236761, 27263, 236743, 236810, 236761, 27705, 236743, 236825, 236761, 51854, 236743, 236832, 236761, 87291, 1275, 236743, 236828, 236761, 64412, 236743, 236819, 236761, 15414, 236743, 236770, 236771, 236761, 15414, 106]",3.936878770124167,,,,0,e2e
ruler4k/ruler_4096_cwe_p0004,unweighted_s70,42,12780ec9ff7d288d30ed09b658dd44e997d76aa4e696983f3e4779e953fe8f04,48,"[100, 45518, 107, 101, 818, 1903, 236743, 236770, 236771, 4171, 600, 3196, 1346, 3187, 528, 506, 1694, 659, 236787, 236743, 236770, 236761, 3710, 5168, 236743, 236778, 236761, 2425, 236743, 236800, 236761, 2826, 236743, 236812, 236761, 36422, 236743, 236810, 236761, 135543, 236743, 236825, 236761, 49545, 236743, 236832, 236761, 17840, 236743, 236828, 236761, 47402, 236743, 236819, 236761, 59489, 236743, 236770, 236771, 236761, 27200, 106]",3.962799720931798,,,,0,e2e
ruler4k/ruler_4096_cwe_p0008,unweighted_s70,42,b81f61ad0d24a56feae85508d58c480040d0091f28c2682d5792bc97797325bd,29,"[100, 45518, 107, 101, 818, 1903, 236743, 236770, 236771, 4171, 600, 3196, 1346, 3187, 528, 506, 1694, 659, 236787, 236743, 236770, 236761, 46153, 236743, 236778, 236761, 8334, 236743, 236800, 236761, 8733, 236743, 236812, 236761, 9948, 236743, 236810, 236761, 39594, 236743, 236825, 236761, 16438, 236743, 236832, 236761, 6581, 236743, 236828, 236761, 21144, 236743, 236819, 236761, 62733, 236743, 236770, 236771, 236761, 36810, 1433, 106]",2.468693935777992,,,,0,e2e
ruler4k/ruler_4096_fwe_p0087,unweighted_s70,42,16fa298c7245985713964f55babd9941866cd9f502561a080f2e1da4e46a255f,31,"[100, 45518, 107, 101, 236770, 236761, 20753, 10882, 3951, 107, 236778, 236761, 175440, 4131, 236757, 107, 236800, 236761, 534, 12756, 7725, 106]",3.8890383089892566,,,,0,e2e
ruler4k/ruler_4096_fwe_p0087,unweighted_s70,42,16fa298c7245985713964f55babd9941866cd9f502561a080f2e1da4e46a255f,31,"[100, 45518, 107, 101, 236770, 236761, 20753, 10882, 3951, 107, 236778, 236761, 175440, 4131, 236757, 107, 236800, 236761, 534, 12756, 7725, 106]",2.6384743941016495,2.172706619262695,0.24839407348632814,0.0005631999988108873,0,profile
ruler4k/ruler_4096_fwe_p0096,unweighted_s70,42,57da086ecbea39898f7725d2a5594d0891924b1192f7cc832a39d3305048cdd9,5,"[100, 45518, 107, 101, 236770, 236761, 1747, 982, 18117, 107, 236778, 236761, 520, 15088, 236756, 602, 107, 236800, 236761, 538, 693, 30015, 236765, 106]",0.646027198061347,,,,0,e2e
ruler4k/ruler_4096_fwe_p0067,unweighted_s70,42,6a00968813b930890b9d8a8236d421df73bb5653893e13b5579b1396a9f7e2b8,9,"[100, 45518, 107, 101, 236770, 236761, 137746, 236760, 4834, 107, 236778, 236761, 673, 180376, 112742, 107, 236800, 236761, 79562, 582, 38108, 106]",0.9749310179613531,,,,0,e2e
ruler4k/ruler_4096_fwe_p0062,unweighted_s70,42,b9486e82e0a9970ff4f752085832989c02d3e0186e95a2b748bd9629e256facb,10,"[100, 45518, 107, 101, 236770, 236761, 1685, 236758, 21417, 236767, 107, 236778, 236761, 674, 10676, 46347, 107, 236800, 236761, 537, 14389, 236781, 4995, 106]",1.063786735991016,,,,0,e2e
ruler4k/ruler_4096_fwe_p0088,unweighted_s70,42,8d120b2a4312ea91cd33c537f1cd10e6060c0a7e261052b2db531798e5e07bad,11,"[100, 45518, 107, 101, 1072, 15259, 3284, 236764, 673, 812, 236749, 9961, 236764, 537, 6570, 206766, 1]",1.1013566690962762,,,,0,e2e
ruler4k/ruler_4096_fwe_p0052,unweighted_s70,42,5a6004725b0a53d258f50ef247b40ea89414457abad6c43ecc9bb49f74e1169c,13,"[100, 45518, 107, 101, 88145, 584, 83668, 236764, 673, 106128, 236755, 1327, 236764, 2212, 236809, 560, 106]",1.247350187972188,,,,0,e2e
ruler4k/ruler_4096_fwe_p0085,unweighted_s70,42,ce7fba76f73da72a29cb1a9eb674685845459dadf47bb1218e612954babad932,10,"[100, 45518, 107, 101, 7291, 629, 236758, 236764, 537, 48203, 233588, 236764, 25489, 236781, 572, 106]",1.0291565579827875,,,,0,e2e
ruler4k/ruler_4096_fwe_p0071,unweighted_s70,42,d843973080e5f93e1b39ce8cce5341d583b62b232342095ce6bf506321e01a94,11,"[100, 45518, 107, 101, 236770, 236761, 534, 2776, 3751, 236809, 107, 236778, 236761, 53687, 734, 107, 236800, 236761, 537, 86156, 10463, 236765, 106]",1.1185045831371099,,,,0,e2e
ruler4k/ruler_4096_fwe_p0075,unweighted_s70,42,74dab99d0aab3c14e77ba11a0d77b82c8d75abe3d622688ef64ebbc34be1644e,15,"[100, 45518, 107, 101, 42842, 25360, 64060, 236764, 5361, 48346, 236764, 209103, 19615, 6570, 1]",2.6875896381679922,,,,0,e2e
