tau,pack_m,grouping,leftover_rows,grouping_keys
16,128,kv-head,50,2895
16,128,kv-head,51,2917
16,128,kv-head,52,2913
16,128,kv-head,53,2748
16,128,kv-head,54,2904
16,128,kv-head,55,2791
16,128,kv-head,56,2807
16,128,kv-head,57,2677
16,128,kv-head,58,2622
16,128,kv-head,59,2580
16,128,kv-head,60,2557
16,128,kv-head,61,2479
16,128,kv-head,62,2578
16,128,kv-head,63,2464
16,128,kv-head,64,2500
16,128,kv-head,65,2404
16,128,kv-head,66,2365
16,128,kv-head,67,2265
16,128,kv-head,68,2231
16,128,kv-head,69,2273
16,128,kv-head,70,2261
16,128,kv-head,71,2187
16,128,kv-head,72,2129
16,128,kv-head,73,2031
16,128,kv-head,74,2022
16,128,kv-head,75,2103
16,128,kv-head,76,1960
16,128,kv-head,77,2006
16,128,kv-head,78,1911
16,128,kv-head,79,1822
16,128,kv-head,80,1873
16,128,kv-head,81,1828
16,128,kv-head,82,1787
16,128,kv-head,83,1747
16,128,kv-head,84,1756
16,128,kv-head,85,1747
16,128,kv-head,86,1644
16,128,kv-head,87,1649
16,128,kv-head,88,1648
16,128,kv-head,89,1607
16,128,kv-head,90,1571
16,128,kv-head,91,1494
16,128,kv-head,92,1546
16,128,kv-head,93,1464
16,128,kv-head,94,1487
16,128,kv-head,95,1465
16,128,kv-head,96,1439
16,128,kv-head,97,1430
16,128,kv-head,98,1305
16,128,kv-head,99,1311
16,128,kv-head,100,1325
16,128,kv-head,101,1244
16,128,kv-head,102,1296
16,128,kv-head,103,1200
16,128,kv-head,104,1225
16,128,kv-head,105,1142
16,128,kv-head,106,1108
16,128,kv-head,107,1144
16,128,kv-head,108,1144
16,128,kv-head,109,1034
16,128,kv-head,110,1022
16,128,kv-head,111,1024
16,128,kv-head,112,989
16,128,kv-head,113,956
16,128,kv-head,114,960
16,128,kv-head,115,968
16,128,kv-head,116,945
16,128,kv-head,117,950
16,128,kv-head,118,957
16,128,kv-head,119,933
16,128,kv-head,120,884
16,128,kv-head,121,853
16,128,kv-head,122,837
16,128,kv-head,123,879
16,128,kv-head,124,827
16,128,kv-head,125,744
16,128,kv-head,126,822
16,128,kv-head,127,721
16,128,q-head,0,758
16,128,q-head,1,4163
16,128,q-head,2,4150
16,128,q-head,3,3787
16,128,q-head,4,3817
16,128,q-head,5,3781
16,128,q-head,6,3838
16,128,q-head,7,3891
16,128,q-head,8,4189
16,128,q-head,9,4003
16,128,q-head,10,4211
16,128,q-head,11,4339
16,128,q-head,12,4472
16,128,q-head,13,4552
16,128,q-head,14,4801
16,128,q-head,15,4844
16,128,q-head,16,5151
16,128,q-head,17,3844
16,128,q-head,18,3822
16,128,q-head,19,3809
16,128,q-head,20,3702
16,128,q-head,21,3764
16,128,q-head,22,3835
16,128,q-head,23,3800
16,128,q-head,24,3902
16,128,q-head,25,3953
16,128,q-head,26,3802
16,128,q-head,27,3877
16,128,q-head,28,3842
16,128,q-head,29,3775
16,128,q-head,30,3614
16,128,q-head,31,3678
16,128,q-head,32,3534
16,128,q-head,33,3441
16,128,q-head,34,3421
16,128,q-head,35,3355
16,128,q-head,36,3426
16,128,q-head,37,3341
16,128,q-head,38,3352
16,128,q-head,39,3287
16,128,q-head,40,3313
16,128,q-head,41,3255
16,128,q-head,42,3288
16,128,q-head,43,3281
16,128,q-head,44,3232
16,128,q-head,45,3178
16,128,q-head,46,3110
16,128,q-head,47,2968
16,128,q-head,48,3036
16,128,q-head,49,2977
16,128,q-head,50,2895
16,128,q-head,51,2917
16,128,q-head,52,2913
16,128,q-head,53,2748
16,128,q-head,54,2904
16,128,q-head,55,2791
16,128,q-head,56,2807
16,128,q-head,57,2677
16,128,q-head,58,2622
16,128,q-head,59,2580
16,128,q-head,60,2557
16,128,q-head,61,2479
16,128,q-head,62,2578
16,128,q-head,63,2464
16,128,q-head,64,2500
16,128,q-head,65,2404
16,128,q-head,66,2365
16,128,q-head,67,2265
16,128,q-head,68,2231
16,128,q-head,69,2273
16,128,q-head,70,2261
16,128,q-head,71,2187
16,128,q-head,72,2129
16,128,q-head,73,2031
16,128,q-head,74,2022
16,128,q-head,75,2103
16,128,q-head,76,1960
16,128,q-head,77,2006
16,128,q-head,78,1911
16,128,q-head,79,1822
16,128,q-head,80,1873
16,128,q-head,81,1828
16,128,q-head,82,1787
16,128,q-head,83,1747
16,128,q-head,84,1756
16,128,q-head,85,1747
16,128,q-head,86,1644
16,128,q-head,87,1649
16,128,q-head,88,1648
16,128,q-head,89,1607
16,128,q-head,90,1571
16,128,q-head,91,1494
16,128,q-head,92,1546
16,128,q-head,93,1464
16,128,q-head,94,1487
16,128,q-head,95,1465
16,128,q-head,96,1439
16,128,q-head,97,1430
16,128,q-head,98,1305
16,128,q-head,99,1311
16,128,q-head,100,1325
16,128,q-head,101,1244
16,128,q-head,102,1296
16,128,q-head,103,1200
16,128,q-head,104,1225
16,128,q-head,105,1142
16,128,q-head,106,1108
16,128,q-head,107,1144
16,128,q-head,108,1144
16,128,q-head,109,1034
16,128,q-head,110,1022
16,128,q-head,111,1024
16,128,q-head,112,989
16,128,q-head,113,956
16,128,q-head,114,960
16,128,q-head,115,968
16,128,q-head,116,945
16,128,q-head,117,950
16,128,q-head,118,957
16,128,q-head,119,933
16,128,q-head,120,884
16,128,q-head,121,853
16,128,q-head,122,837
16,128,q-head,123,879
16,128,q-head,124,827
16,128,q-head,125,744
16,128,q-head,126,822
16,128,q-head,127,721
32,64,kv-head,0,4256
32,64,kv-head,1,6261
32,64,kv-head,2,5986
32,64,kv-head,3,5863
32,64,kv-head,4,5962
32,64,kv-head,5,5795
32,64,kv-head,6,5659
32,64,kv-head,7,5770
32,64,kv-head,8,5821
32,64,kv-head,9,5657
32,64,kv-head,10,5661
32,64,kv-head,11,5563
32,64,kv-head,12,5634
32,64,kv-head,13,5640
32,64,kv-head,14,5583
32,64,kv-head,15,5665
32,64,kv-head,16,5594
32,64,kv-head,17,5532
32,64,kv-head,18,5669
32,64,kv-head,19,5542
32,64,kv-head,20,5503
32,64,kv-head,21,5572
32,64,kv-head,22,5620
32,64,kv-head,23,5586
32,64,kv-head,24,5597
32,64,kv-head,25,5588
32,64,kv-head,26,5626
32,64,kv-head,27,5767
32,64,kv-head,28,5886
32,64,kv-head,29,5699
32,64,kv-head,30,5767
32,64,kv-head,31,5945
32,64,kv-head,32,5718
32,64,kv-head,33,5135
32,64,kv-head,34,5046
32,64,kv-head,35,5094
32,64,kv-head,36,4987
32,64,kv-head,37,4984
32,64,kv-head,38,5001
32,64,kv-head,39,4972
32,64,kv-head,40,4919
32,64,kv-head,41,4952
32,64,kv-head,42,4869
32,64,kv-head,43,4935
32,64,kv-head,44,4968
32,64,kv-head,45,4732
32,64,kv-head,46,4796
32,64,kv-head,47,4718
32,64,kv-head,48,4749
32,64,kv-head,49,4644
32,64,kv-head,50,4646
32,64,kv-head,51,4618
32,64,kv-head,52,4616
32,64,kv-head,53,4649
32,64,kv-head,54,4614
32,64,kv-head,55,4588
32,64,kv-head,56,4541
32,64,kv-head,57,4461
32,64,kv-head,58,4488
32,64,kv-head,59,4455
32,64,kv-head,60,4361
32,64,kv-head,61,4389
32,64,kv-head,62,4336
32,64,kv-head,63,4360
32,64,q-head,0,4256
32,64,q-head,1,6261
32,64,q-head,2,5986
32,64,q-head,3,5863
32,64,q-head,4,5962
32,64,q-head,5,5795
32,64,q-head,6,5659
32,64,q-head,7,5770
32,64,q-head,8,5821
32,64,q-head,9,5657
32,64,q-head,10,5661
32,64,q-head,11,5563
32,64,q-head,12,5634
32,64,q-head,13,5640
32,64,q-head,14,5583
32,64,q-head,15,5665
32,64,q-head,16,5594
32,64,q-head,17,5532
32,64,q-head,18,5669
32,64,q-head,19,5542
32,64,q-head,20,5503
32,64,q-head,21,5572
32,64,q-head,22,5620
32,64,q-head,23,5586
32,64,q-head,24,5597
32,64,q-head,25,5588
32,64,q-head,26,5626
32,64,q-head,27,5767
32,64,q-head,28,5886
32,64,q-head,29,5699
32,64,q-head,30,5767
32,64,q-head,31,5945
32,64,q-head,32,5718
32,64,q-head,33,5135
32,64,q-head,34,5046
32,64,q-head,35,5094
32,64,q-head,36,4987
32,64,q-head,37,4984
32,64,q-head,38,5001
32,64,q-head,39,4972
32,64,q-head,40,4919
32,64,q-head,41,4952
32,64,q-head,42,4869
32,64,q-head,43,4935
32,64,q-head,44,4968
32,64,q-head,45,4732
32,64,q-head,46,4796
32,64,q-head,47,4718
32,64,q-head,48,4749
32,64,q-head,49,4644
32,64,q-head,50,4646
32,64,q-head,51,4618
32,64,q-head,52,4616
32,64,q-head,53,4649
32,64,q-head,54,4614
32,64,q-head,55,4588
32,64,q-head,56,4541
32,64,q-head,57,4461
32,64,q-head,58,4488
32,64,q-head,59,4455
32,64,q-head,60,4361
32,64,q-head,61,4389
32,64,q-head,62,4336
32,64,q-head,63,4360
32,128,kv-head,0,1702
32,128,kv-head,1,3684
32,128,kv-head,2,3599
32,128,kv-head,3,3374
32,128,kv-head,4,3434
32,128,kv-head,5,3286
32,128,kv-head,6,3201
32,128,kv-head,7,3299
32,128,kv-head,8,3338
32,128,kv-head,9,3188
32,128,kv-head,10,3291
32,128,kv-head,11,3191
32,128,kv-head,12,3254
32,128,kv-head,13,3168
32,128,kv-head,14,3238
32,128,kv-head,15,3317
32,128,kv-head,16,3223
32,128,kv-head,17,3278
32,128,kv-head,18,3322
32,128,kv-head,19,3312
32,128,kv-head,20,3269
32,128,kv-head,21,3323
32,128,kv-head,22,3382
32,128,kv-head,23,3356
32,128,kv-head,24,3326
32,128,kv-head,25,3514
32,128,kv-head,26,3445
32,128,kv-head,27,3618
32,128,kv-head,28,3731
32,128,kv-head,29,3660
32,128,kv-head,30,3604
32,128,kv-head,31,3853
32,128,kv-head,32,3734
32,128,kv-head,33,3085
32,128,kv-head,34,2969
32,128,kv-head,35,3006
32,128,kv-head,36,2931
32,128,kv-head,37,2977
32,128,kv-head,38,3015
32,128,kv-head,39,2975
32,128,kv-head,40,2949
32,128,kv-head,41,2943
32,128,kv-head,42,2945
32,128,kv-head,43,2954
32,128,kv-head,44,2935
32,128,kv-head,45,2844
32,128,kv-head,46,2891
32,128,kv-head,47,2851
32,128,kv-head,48,2900
32,128,kv-head,49,2832
32,128,kv-head,50,2773
32,128,kv-head,51,2819
32,128,kv-head,52,2792
32,128,kv-head,53,2774
32,128,kv-head,54,2813
32,128,kv-head,55,2750
32,128,kv-head,56,2740
32,128,kv-head,57,2686
32,128,kv-head,58,2718
32,128,kv-head,59,2735
32,128,kv-head,60,2629
32,128,kv-head,61,2642
32,128,kv-head,62,2630
32,128,kv-head,63,2662
32,128,kv-head,64,2554
32,128,kv-head,65,2577
32,128,kv-head,66,2387
32,128,kv-head,67,2489
32,128,kv-head,68,2528
32,128,kv-head,69,2509
32,128,kv-head,70,2458
32,128,kv-head,71,2471
32,128,kv-head,72,2483
32,128,kv-head,73,2469
32,128,kv-head,74,2370
32,128,kv-head,75,2372
32,128,kv-head,76,2380
32,128,kv-head,77,2472
32,128,kv-head,78,2345
32,128,kv-head,79,2348
32,128,kv-head,80,2371
32,128,kv-head,81,2254
32,128,kv-head,82,2347
32,128,kv-head,83,2230
32,128,kv-head,84,2234
32,128,kv-head,85,2249
32,128,kv-head,86,2238
32,128,kv-head,87,2230
32,128,kv-head,88,2271
32,128,kv-head,89,2074
32,128,kv-head,90,2181
32,128,kv-head,91,2149
32,128,kv-head,92,2155
32,128,kv-head,93,2039
32,128,kv-head,94,2163
32,128,kv-head,95,2092
32,128,kv-head,96,1984
32,128,kv-head,97,2050
32,128,kv-head,98,2077
32,128,kv-head,99,2088
32,128,kv-head,100,2056
32,128,kv-head,101,2007
32,128,kv-head,102,1986
32,128,kv-head,103,1997
32,128,kv-head,104,1970
32,128,kv-head,105,2009
32,128,kv-head,106,1924
32,128,kv-head,107,1981
32,128,kv-head,108,2033
32,128,kv-head,109,1888
32,128,kv-head,110,1905
32,128,kv-head,111,1867
32,128,kv-head,112,1849
32,128,kv-head,113,1812
32,128,kv-head,114,1873
32,128,kv-head,115,1799
32,128,kv-head,116,1824
32,128,kv-head,117,1875
32,128,kv-head,118,1801
32,128,kv-head,119,1838
32,128,kv-head,120,1801
32,128,kv-head,121,1775
32,128,kv-head,122,1770
32,128,kv-head,123,1720
32,128,kv-head,124,1732
32,128,kv-head,125,1747
32,128,kv-head,126,1706
32,128,kv-head,127,1698
32,128,q-head,0,1702
32,128,q-head,1,3684
32,128,q-head,2,3599
32,128,q-head,3,3374
32,128,q-head,4,3434
32,128,q-head,5,3286
32,128,q-head,6,3201
32,128,q-head,7,3299
32,128,q-head,8,3338
32,128,q-head,9,3188
32,128,q-head,10,3291
32,128,q-head,11,3191
32,128,q-head,12,3254
32,128,q-head,13,3168
32,128,q-head,14,3238
32,128,q-head,15,3317
32,128,q-head,16,3223
32,128,q-head,17,3278
32,128,q-head,18,3322
32,128,q-head,19,3312
32,128,q-head,20,3269
32,128,q-head,21,3323
32,128,q-head,22,3382
32,128,q-head,23,3356
32,128,q-head,24,3326
32,128,q-head,25,3514
32,128,q-head,26,3445
32,128,q-head,27,3618
32,128,q-head,28,3731
32,128,q-head,29,3660
32,128,q-head,30,3604
32,128,q-head,31,3853
32,128,q-head,32,3734
32,128,q-head,33,3085
32,128,q-head,34,2969
32,128,q-head,35,3006
32,128,q-head,36,2931
32,128,q-head,37,2977
32,128,q-head,38,3015
32,128,q-head,39,2975
32,128,q-head,40,2949
32,128,q-head,41,2943
32,128,q-head,42,2945
32,128,q-head,43,2954
32,128,q-head,44,2935
32,128,q-head,45,2844
32,128,q-head,46,2891
32,128,q-head,47,2851
32,128,q-head,48,2900
32,128,q-head,49,2832
32,128,q-head,50,2773
32,128,q-head,51,2819
32,128,q-head,52,2792
32,128,q-head,53,2774
32,128,q-head,54,2813
32,128,q-head,55,2750
32,128,q-head,56,2740
32,128,q-head,57,2686
32,128,q-head,58,2718
32,128,q-head,59,2735
32,128,q-head,60,2629
32,128,q-head,61,2642
32,128,q-head,62,2630
32,128,q-head,63,2662
32,128,q-head,64,2554
32,128,q-head,65,2577
32,128,q-head,66,2387
32,128,q-head,67,2489
32,128,q-head,68,2528
32,128,q-head,69,2509
32,128,q-head,70,2458
32,128,q-head,71,2471
32,128,q-head,72,2483
32,128,q-head,73,2469
32,128,q-head,74,2370
32,128,q-head,75,2372
32,128,q-head,76,2380
32,128,q-head,77,2472
32,128,q-head,78,2345
32,128,q-head,79,2348
32,128,q-head,80,2371
32,128,q-head,81,2254
32,128,q-head,82,2347
32,128,q-head,83,2230
32,128,q-head,84,2234
32,128,q-head,85,2249
32,128,q-head,86,2238
32,128,q-head,87,2230
32,128,q-head,88,2271
32,128,q-head,89,2074
32,128,q-head,90,2181
32,128,q-head,91,2149
32,128,q-head,92,2155
32,128,q-head,93,2039
32,128,q-head,94,2163
32,128,q-head,95,2092
32,128,q-head,96,1984
32,128,q-head,97,2050
32,128,q-head,98,2077
32,128,q-head,99,2088
32,128,q-head,100,2056
32,128,q-head,101,2007
32,128,q-head,102,1986
32,128,q-head,103,1997
32,128,q-head,104,1970
32,128,q-head,105,2009
32,128,q-head,106,1924
32,128,q-head,107,1981
32,128,q-head,108,2033
32,128,q-head,109,1888
32,128,q-head,110,1905
32,128,q-head,111,1867
32,128,q-head,112,1849
32,128,q-head,113,1812
32,128,q-head,114,1873
32,128,q-head,115,1799
32,128,q-head,116,1824
32,128,q-head,117,1875
32,128,q-head,118,1801
32,128,q-head,119,1838
32,128,q-head,120,1801
32,128,q-head,121,1775
32,128,q-head,122,1770
32,128,q-head,123,1720
32,128,q-head,124,1732
32,128,q-head,125,1747
32,128,q-head,126,1706
32,128,q-head,127,1698
